Codigo_IBGE,Municipio,UF,Regiao,Populacao_2024,Faixa_populacao,Onibus_intramunicipal,Onibus_intermunicipal,Intermunicipal_circula_interno,Frota_adaptada_PCD,Tem_onibus_publico_local,Classificacao,Status_Verificacao_Web,Fonte_Verificacao,Data_Verificacao,Observacao_Verificacao
2102903,Carutapera,MA,2 - Nordeste,24855,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
2103000,Caxias,MA,2 - Nordeste,163428,6 - 100001 até 500000,Sim,Não,-,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
2103109,Cedral,MA,2 - Nordeste,10444,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,Resultado confundido com Cedral-SP; nada específico sobre Cedral-MA,2026-08-08,"Homônimo em outro estado, sem evidência válida"
2103125,Central do Maranhão,MA,2 - Nordeste,7233,2 - 5001 até 10000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
2103158,Centro do Guilherme,MA,2 - Nordeste,12668,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal; sem confirmação confiável específica. Mantido dado original do MUNIC.
2103174,Centro Novo do Maranhão,MA,2 - Nordeste,16529,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
2103208,Chapadinha,MA,2 - Nordeste,84202,5 - 50001 até 100000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Menção vaga a 'ônibus urbanos conectam à rodoviária' sem fonte específica/confiável. Mantido dado original do MUNIC.
2103257,Cidelândia,MA,2 - Nordeste,13152,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre localidades homônimas ou serviços intermunicipais experimentais insuficientes para confirmação; sem confiança suficiente. Mantido dado original do MUNIC.
2103307,Codó,MA,2 - Nordeste,118295,6 - 100001 até 500000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Fontes encontradas eram genéricas/não confiáveis sobre existência de ônibus urbano próprio; não foi possível confirmar com fonte oficial. Mantido dado original do MUNIC.
2103406,Coelho Neto,MA,2 - Nordeste,42918,4 - 20001 até 50000,Sim,Não,-,-,Sim,Possui ônibus urbano (intramunicipal),Corrigido,https://consultas.plus/lista-de-empresas/maranhao/coelho-neto/02223918000125-transporte-coletivo-cidade-santa-ltda/,2026-08-07,"Empresa 'Transporte Coletivo Cidade Santa Ltda', fundada em 1997, opera transporte rodoviário coletivo municipal de passageiros com itinerário fixo em Coelho Neto/MA, divergindo do 'Não' do MUNIC 2024."
2103505,Colinas,MA,2 - Nordeste,41745,4 - 20001 até 50000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Apenas rodoviária intermunicipal; sem fonte específica sobre ônibus urbano. Mantido dado original do MUNIC.
2103554,Conceição do Lago-Açu,MA,2 - Nordeste,15264,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal; sem confirmação confiável específica de ônibus urbano. Mantido dado original do MUNIC.
2103604,Coroatá,MA,2 - Nordeste,61351,5 - 50001 até 100000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
2103703,Cururupu,MA,2 - Nordeste,32608,4 - 20001 até 50000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,"Lei orgânica municipal menciona responsabilidade da prefeitura por transporte coletivo (incluindo gratuidade para idosos/PCD), mas sem confirmação de sistema operante. Mantido dado original do MUNIC."
2103752,Davinópolis,MA,2 - Nordeste,14788,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
2103802,Dom Pedro,MA,2 - Nordeste,23579,4 - 20001 até 50000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal; sem confirmação confiável específica. Mantido dado original do MUNIC.
2103901,Duque Bacelar,MA,2 - Nordeste,10448,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,Buscas retornaram apenas rodoviária intermunicipal (Duque Bacelar-MA),2026-08-08,Nenhuma evidência específica de ônibus urbano intramunicipal encontrada
2104008,Esperantinópolis,MA,2 - Nordeste,18725,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,"Apenas regulamentação municipal genérica sobre pontos de ônibus, sem confirmação de sistema operante. Mantido dado original do MUNIC."
2104057,Estreito,MA,2 - Nordeste,34353,4 - 20001 até 50000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Fontes encontradas eram genéricas/padronizadas (mesmo texto repetido em várias cidades) ou confundidas com localidades homônimas; sem confirmação confiável específica. Mantido dado original do MUNIC.
2104073,Feira Nova do Maranhão,MA,2 - Nordeste,8236,2 - 5001 até 10000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
2104081,Fernando Falcão,MA,2 - Nordeste,11184,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal; sem confirmação confiável específica de ônibus urbano. Mantido dado original do MUNIC.
2104099,Formosa da Serra Negra,MA,2 - Nordeste,18133,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal ou localidades homônimas; sem confirmação confiável específica. Mantido dado original do MUNIC.
2104107,Fortaleza dos Nogueiras,MA,2 - Nordeste,12951,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal; sem confirmação confiável específica. Mantido dado original do MUNIC.
2104206,Fortuna,MA,2 - Nordeste,17346,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal/escolar; sem confirmação confiável específica de ônibus urbano. Mantido dado original do MUNIC.
2104305,Godofredo Viana,MA,2 - Nordeste,10422,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
2104404,Gonçalves Dias,MA,2 - Nordeste,17579,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal ou localidades homônimas; sem confirmação confiável específica. Mantido dado original do MUNIC.
2104503,Governador Archer,MA,2 - Nordeste,10472,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
2104552,Governador Edison Lobão,MA,2 - Nordeste,18908,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Apenas rodoviária intermunicipal; sem fonte específica sobre ônibus urbano. Mantido dado original do MUNIC.
2104602,Governador Eugênio Barros,MA,2 - Nordeste,14258,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal ou bairros homônimos; sem confirmação confiável específica. Mantido dado original do MUNIC.
2104628,Governador Luiz Rocha,MA,2 - Nordeste,7219,2 - 5001 até 10000,Sim,Não,-,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
2104651,Governador Newton Bello,MA,2 - Nordeste,10981,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal/escolar; sem confirmação confiável específica de ônibus urbano. Mantido dado original do MUNIC.
2104677,Governador Nunes Freire,MA,2 - Nordeste,23563,4 - 20001 até 50000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal; sem confirmação confiável específica. Mantido dado original do MUNIC.
2104701,Graça Aranha,MA,2 - Nordeste,6161,2 - 5001 até 10000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,Buscas retornaram apenas rodoviária intermunicipal (Graça Aranha-MA),2026-08-10,Nenhuma evidência específica de ônibus urbano intramunicipal encontrada
2104800,Grajaú,MA,2 - Nordeste,76578,5 - 50001 até 100000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Apenas informações sobre rodoviária intermunicipal; sem fonte específica sobre sistema urbano. Mantido dado original do MUNIC.
2104909,Guimarães,MA,2 - Nordeste,10470,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal ou localidades homônimas (ex: Guimarães/Portugal); sem confirmação confiável específica. Mantido dado original do MUNIC.
2105005,Humberto de Campos,MA,2 - Nordeste,26546,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
2105104,Icatu,MA,2 - Nordeste,25332,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
2105153,Igarapé do Meio,MA,2 - Nordeste,14350,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal; sem confirmação confiável específica. Mantido dado original do MUNIC.
2105203,Igarapé Grande,MA,2 - Nordeste,10463,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
2105302,Imperatriz,MA,2 - Nordeste,285146,6 - 100001 até 500000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Confirmado,Cidade de grande porte com sistema de transporte público municipal/metropolitano amplamente documentado (prefeitura/consórcio de transporte),2026-08-07,Município de grande população (>280 mil hab.) com sistema de ônibus consolidado e publicamente conhecido; dado do MUNIC 2024 já indicava 'Sim' corretamente.
2105351,Itaipava do Grajaú,MA,2 - Nordeste,14143,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal ou texto genérico de baixa confiabilidade; sem confirmação confiável específica. Mantido dado original do MUNIC.
2105401,Itapecuru Mirim,MA,2 - Nordeste,62269,5 - 50001 até 100000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal; sem fonte confiável específica sobre transporte urbano por ônibus. Mantido dado original do MUNIC.
2105427,Itinga do Maranhão,MA,2 - Nordeste,22934,4 - 20001 até 50000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal; sem confirmação confiável específica. Mantido dado original do MUNIC.
2105450,Jatobá,MA,2 - Nordeste,7610,2 - 5001 até 10000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,"Resultados majoritariamente confundidos com bairros Jatobá em BH/Vitória da Conquista, nada específico sobre Jatobá-MA",2026-08-10,"Confusão com bairros homônimos em outros municípios, sem evidência válida"
2105476,Jenipapo dos Vieiras,MA,2 - Nordeste,17499,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal/escolar; sem confirmação confiável específica de ônibus urbano. Mantido dado original do MUNIC.
2105500,João Lisboa,MA,2 - Nordeste,25287,4 - 20001 até 50000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
2105609,Joselândia,MA,2 - Nordeste,15235,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal; sem confirmação confiável específica de ônibus urbano. Mantido dado original do MUNIC.
2105658,Junco do Maranhão,MA,2 - Nordeste,5275,2 - 5001 até 10000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,Buscas retornaram apenas rodoviária/transporte intermunicipal (Junco do Maranhão-MA),2026-08-11,Nenhuma evidência específica de ônibus urbano intramunicipal encontrada
2105708,Lago da Pedra,MA,2 - Nordeste,45875,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
2105807,Lago do Junco,MA,2 - Nordeste,9700,2 - 5001 até 10000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,Buscas retornaram apenas rodoviária/passagens intermunicipais (Lago do Junco-MA),2026-08-08,Nenhuma evidência específica de ônibus urbano intramunicipal encontrada
2105906,Lago Verde,MA,2 - Nordeste,15077,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal; sem confirmação confiável específica de ônibus urbano. Mantido dado original do MUNIC.
2105922,Lagoa do Mato,MA,2 - Nordeste,10809,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal; sem confirmação confiável específica de ônibus urbano. Mantido dado original do MUNIC.
2105948,Lago dos Rodrigues,MA,2 - Nordeste,8961,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
2105963,Lagoa Grande do Maranhão,MA,2 - Nordeste,11710,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Apenas empresas intermunicipais; sem fonte específica sobre ônibus urbano interno. Mantido dado original do MUNIC.
2105989,Lajeado Novo,MA,2 - Nordeste,7227,2 - 5001 até 10000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,"Resultados majoritariamente sobre Lajeado-RS (homônimo), único documento específico trata de transporte escolar, não urbano (Lajeado Novo-MA)",2026-08-10,"Confusão com Lajeado-RS; evidência disponível refere-se a transporte escolar, não coletivo urbano"
2106003,Lima Campos,MA,2 - Nordeste,11558,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal; sem confirmação confiável específica de ônibus urbano. Mantido dado original do MUNIC.
2106102,Loreto,MA,2 - Nordeste,11876,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal/escolar; sem confirmação confiável específica de ônibus urbano. Mantido dado original do MUNIC.
2106201,Luís Domingues,MA,2 - Nordeste,7351,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
2106300,Magalhães de Almeida,MA,2 - Nordeste,14001,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
2106326,Maracaçumé,MA,2 - Nordeste,21686,4 - 20001 até 50000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal; sem confirmação confiável específica. Mantido dado original do MUNIC.
2106359,Marajá do Sena,MA,2 - Nordeste,7165,2 - 5001 até 10000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,Fonte indica que transporte urbano coletivo não é predominante no perímetro urbano (Marajá do Sena-MA),2026-08-10,"Evidência sugere ausência de ônibus urbano regular, mas não é fonte formal/específica suficiente para Confirmado"
2106375,Maranhãozinho,MA,2 - Nordeste,14086,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal ou localidades homônimas; sem confirmação confiável específica. Mantido dado original do MUNIC.
2106409,Mata Roma,MA,2 - Nordeste,17537,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal ou localidades homônimas; sem confirmação confiável específica. Mantido dado original do MUNIC.
2106508,Matinha,MA,2 - Nordeste,22530,4 - 20001 até 50000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal; sem confirmação confiável específica. Mantido dado original do MUNIC.
2106607,Matões,MA,2 - Nordeste,33300,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
